accession	coverage	fasta	taxonomy
IMGVR_UViG_2936194770_000001	5.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2936194770_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_198_of_Caudoviricetes;f__novel_family_10_of_novel_order_198_of_Caudoviricetes;g__novel_genus_28_of_novel_subfamily_0_of_novel_family_10_of_novel_order_198_of_Caudoviricetes;s__IMGVR_UViG_2936194770_000001
IMGVR_UViG_2811995213_000004	1.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2811995213_000004.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_211_of_Caudoviricetes;f__novel_family_72_of_novel_order_211_of_Caudoviricetes;g__novel_genus_22_of_novel_subfamily_3_of_novel_family_72_of_novel_order_211_of_Caudoviricetes;s__IMGVR_UViG_2811995213_000004
IMGVR_UViG_3300045988_174488	1.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_174488.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_84_of_Caudoviricetes;f__novel_family_3_of_novel_order_84_of_Caudoviricetes;g__novel_genus_6_of_novel_subfamily_0_of_novel_family_3_of_novel_order_84_of_Caudoviricetes;s__IMGVR_UViG_3300045988_174488
IMGVR_UViG_3300045988_085257	0.412122101272	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_085257.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_81_of_Caudoviricetes;f__novel_family_29_of_novel_order_81_of_Caudoviricetes;g__novel_genus_28_of_novel_subfamily_0_of_novel_family_29_of_novel_order_81_of_Caudoviricetes||novel_family_45_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_3300045988_085257
IMGVR_UViG_641736147_000008	35.5878778987	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_641736147_000008.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_66_of_novel_order_89_of_Caudoviricetes;g__novel_genus_8_of_novel_subfamily_0_of_novel_family_66_of_novel_order_89_of_Caudoviricetes||novel_family_70_of_novel_order_89_of_Caudoviricetes||novel_family_65_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_641736147_000008
IMGVR_UViG_2648501300_000002	1.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2648501300_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_205_of_Caudoviricetes;f__novel_family_50_of_novel_order_205_of_Caudoviricetes;g__novel_genus_8_of_novel_subfamily_9_of_novel_family_50_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_2648501300_000002
IMGVR_UViG_2767802133_000001	1.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2767802133_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_55_of_Caudoviricetes;f__novel_family_27_of_novel_order_55_of_Caudoviricetes;g__novel_genus_14_of_novel_subfamily_0_of_novel_family_27_of_novel_order_55_of_Caudoviricetes||novel_family_9_of_novel_order_55_of_Caudoviricetes||novel_family_0_of_novel_order_55_of_Caudoviricetes;s__IMGVR_UViG_2767802133_000001
IMGVR_UViG_2924784321_000002	12.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2924784321_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_259_of_Caudoviricetes;f__novel_family_61_of_novel_order_259_of_Caudoviricetes;g__novel_genus_4_of_novel_subfamily_0_of_novel_family_7_of_novel_order_234_of_Caudoviricetes||novel_family_61_of_novel_order_259_of_Caudoviricetes;s__IMGVR_UViG_2924784321_000002
IMGVR_UViG_3300029504_000003	15.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300029504_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_4_of_Caudoviricetes;f__novel_family_0_of_novel_order_4_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_1_of_novel_family_0_of_novel_order_4_of_Caudoviricetes;s__IMGVR_UViG_3300029504_000003
IMGVR_UViG_2917148488_000001	1.0	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2917148488_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_75_of_novel_order_237_of_Caudoviricetes;g__novel_genus_46_of_novel_subfamily_0_of_novel_family_75_of_novel_order_237_of_Caudoviricetes||novel_family_135_of_novel_order_237_of_Caudoviricetes||novel_family_49_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_2917148488_000001
