accession	coverage	fasta	taxonomy
AY319521.1	1.3318	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2568526577_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_211_of_Caudoviricetes;f__novel_family_39_of_novel_order_211_of_Caudoviricetes;g__novel_genus_34_of_novel_subfamily_1_of_novel_family_39_of_novel_order_211_of_Caudoviricetes;s__IMGVR_UViG_2684623235_000005
BK010471.1	1.57428	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/vogdb211/ictv/genomes/NC_047822.1.fna	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_23_of_Caudoviricetes;f__Demerecviridae;g__Tequintavirus|Epseptimavirus;s__Tequintavirus_chee24
CAJCJZ010000002.1	1.57058	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029056_000331.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_85_of_Caudoviricetes;f__novel_family_0_of_novel_order_85_of_Caudoviricetes;g__novel_genus_11_of_novel_subfamily_0_of_novel_family_0_of_novel_order_85_of_Caudoviricetes||novel_family_1_of_novel_order_85_of_Caudoviricetes;s__IMGVR_UViG_2788500105_000002
CP014526.1	1.33231	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_054710.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_154_of_novel_order_89_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_154_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300045988_047290
CP023686.1	1.57581	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2585427867_000006.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_143_of_Caudoviricetes;f__novel_family_27_of_novel_order_143_of_Caudoviricetes;g__novel_genus_15_of_novel_subfamily_0_of_novel_family_27_of_novel_order_143_of_Caudoviricetes;s__IMGVR_UViG_2700988705_000005
CP038625.1	1.83621	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029420_000015.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_108_of_novel_order_96_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_8_of_novel_family_108_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300029356_000076
IMGVR_UViG_2029527005_000025	1.34639	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2706796137_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_2_of_novel_order_79_of_Caudoviricetes;g__novel_genus_8_of_novel_subfamily_0_of_novel_family_2_of_novel_order_79_of_Caudoviricetes;s__Lactococcus_phage_98201
IMGVR_UViG_2029527005_000026	2.13063	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2651869840_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_213_of_Caudoviricetes;f__novel_family_13_of_novel_order_213_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_7_of_novel_family_13_of_novel_order_213_of_Caudoviricetes;s__IMGVR_UViG_2651869779_000002
IMGVR_UViG_2037747001_000006	1.83663	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300049033_000071.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_259_of_Caudoviricetes;f__novel_family_12_of_novel_order_259_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_12_of_novel_order_259_of_Caudoviricetes;s__IMGVR_UViG_3300049195_000019
IMGVR_UViG_2049941000_000027	2.11612	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_046640.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_84_of_Caudoviricetes;f__novel_family_6_of_novel_order_84_of_Caudoviricetes;g__novel_genus_4_of_novel_subfamily_2_of_novel_family_6_of_novel_order_84_of_Caudoviricetes;s__IMGVR_UViG_3300045988_043020
IMGVR_UViG_2051223000_000011	1.84421	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2869498382_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_4_of_novel_order_237_of_Caudoviricetes;g__novel_genus_50_of_novel_subfamily_0_of_novel_family_4_of_novel_order_237_of_Caudoviricetes||novel_family_57_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_2906568437_000002
IMGVR_UViG_2061766007_004352	1.83821	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_070572.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_143_of_Caudoviricetes;f__novel_family_58_of_novel_order_143_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_58_of_novel_order_143_of_Caudoviricetes;s__IMGVR_UViG_3300029035_000002
IMGVR_UViG_2065487000_000019	2.11193	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_161773.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_143_of_Caudoviricetes;f__novel_family_71_of_novel_order_143_of_Caudoviricetes;g__novel_genus_16_of_novel_subfamily_0_of_novel_family_71_of_novel_order_143_of_Caudoviricetes||novel_family_14_of_novel_order_141_of_Caudoviricetes||novel_family_69_of_novel_order_143_of_Caudoviricetes;s__IMGVR_UViG_3300045988_157713
IMGVR_UViG_2065487000_000059	1.3372	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2937784926_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_209_of_Caudoviricetes;f__Peduoviridae;g__Bielevirus;s__IMGVR_UViG_2922027972_000002
IMGVR_UViG_2065487001_000013	1.83301	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2541047781_000005.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_97_of_novel_order_237_of_Caudoviricetes;g__Glaedevirus;s__IMGVR_UViG_2636415673_000004
IMGVR_UViG_2065487001_000146	2.75048	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300031370_000289.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_191_of_novel_order_237_of_Caudoviricetes;g__novel_genus_54_of_novel_subfamily_0_of_novel_family_191_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_3300026487_000202
IMGVR_UViG_2065487014_000025	2.4238	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_096422.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_146_of_Caudoviricetes;f__novel_family_5_of_novel_order_146_of_Caudoviricetes;g__novel_genus_21_of_novel_subfamily_6_of_novel_family_5_of_novel_order_146_of_Caudoviricetes;s__IMGVR_UViG_3300045988_100989
