accession	coverage	fasta	taxonomy
AY319521.1	1.43851	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2808606840_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_198_of_novel_order_237_of_Caudoviricetes;g__novel_genus_24_of_novel_subfamily_0_of_novel_family_198_of_novel_order_237_of_Caudoviricetes||novel_family_47_of_novel_order_237_of_Caudoviricetes||novel_family_66_of_novel_order_247_of_Caudoviricetes;s__IMGVR_UViG_2808606919_000002
BK010471.1	1.81169	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2558860916_000006.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_37_of_novel_order_79_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_29_of_novel_order_79_of_Caudoviricetes||novel_family_27_of_novel_order_79_of_Caudoviricetes||novel_family_37_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_2541047999_000002
CAJCJZ010000002.1	1.44849	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_076698.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_213_of_Caudoviricetes;f__novel_family_20_of_novel_order_213_of_Caudoviricetes;g__Taranisvirus;s__IMGVR_UViG_3300045988_080883
CP014526.1	2.24869	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029700_000253.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_86_of_Caudoviricetes;f__novel_family_9_of_novel_order_86_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_6_of_novel_order_95_of_Caudoviricetes||novel_family_9_of_novel_order_86_of_Caudoviricetes;s__IMGVR_UViG_3300045988_131640
CP023686.1	4.25497	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_021825.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_105_of_novel_order_96_of_Caudoviricetes;g__novel_genus_26_of_novel_subfamily_0_of_novel_family_105_of_novel_order_96_of_Caudoviricetes||novel_family_15_of_novel_order_95_of_Caudoviricetes||novel_family_106_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_030313
CP038625.1	1.81623	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2541047285_000011.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_37_of_novel_order_89_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_37_of_novel_order_89_of_Caudoviricetes||novel_family_73_of_novel_order_96_of_Caudoviricetes||novel_family_23_of_novel_order_86_of_Caudoviricetes;s__IMGVR_UViG_2541047365_000004
IMGVR_UViG_2029527005_000025	1.43995	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2754412421_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_66_of_novel_order_79_of_Caudoviricetes;g__novel_genus_6_of_novel_subfamily_0_of_novel_family_36_of_novel_order_79_of_Caudoviricetes||novel_family_66_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_3300030753_000043
IMGVR_UViG_2029527005_000026	1.81351	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300043957_000131.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_191_of_novel_order_237_of_Caudoviricetes;g__novel_genus_413_of_novel_subfamily_0_of_novel_family_191_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_3300044548_000179
IMGVR_UViG_2037747001_000006	1.44271	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029717_000449.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_70_of_novel_order_89_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_127_of_novel_order_89_of_Caudoviricetes||novel_family_70_of_novel_order_89_of_Caudoviricetes||novel_family_132_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300045988_179287
IMGVR_UViG_2049941000_000027	1.4458	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_163027.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_199_of_novel_order_89_of_Caudoviricetes;g__novel_genus_68_of_novel_subfamily_0_of_novel_family_199_of_novel_order_89_of_Caudoviricetes||novel_family_201_of_novel_order_89_of_Caudoviricetes||novel_family_22_of_novel_order_87_of_Caudoviricetes||novel_family_177_of_novel_order_89_of_Caudoviricetes||novel_family_10_of_novel_order_80_of_Caudoviricetes||novel_family_45_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_3300029623_000531
IMGVR_UViG_2051223000_000011	1.4441	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_039817.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_58_of_novel_order_89_of_Caudoviricetes;g__novel_genus_13_of_novel_subfamily_0_of_novel_family_59_of_novel_order_89_of_Caudoviricetes||novel_family_58_of_novel_order_89_of_Caudoviricetes||novel_family_45_of_novel_order_81_of_Caudoviricetes||novel_family_133_of_novel_order_89_of_Caudoviricetes||novel_family_61_of_novel_order_89_of_Caudoviricetes||novel_family_62_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300045988_184781
IMGVR_UViG_2061766007_004352	1.44961	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_139610.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_123_of_Caudoviricetes;f__novel_family_69_of_novel_order_123_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_2_of_novel_family_69_of_novel_order_123_of_Caudoviricetes;s__IMGVR_UViG_3300045988_122167
IMGVR_UViG_2065487000_000019	2.6994	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_127768.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_69_of_Caudoviricetes;f__novel_family_0_of_novel_order_69_of_Caudoviricetes;g__novel_genus_86_of_novel_subfamily_0_of_novel_family_0_of_novel_order_69_of_Caudoviricetes||novel_family_3_of_novel_order_85_of_Caudoviricetes;s__IMGVR_UViG_3300045988_120225
IMGVR_UViG_2065487000_000059	1.43983	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029244_000199.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_141_of_Caudoviricetes;f__novel_family_1_of_novel_order_141_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_3_of_novel_family_1_of_novel_order_141_of_Caudoviricetes;s__IMGVR_UViG_3300045988_139638
IMGVR_UViG_2065487001_000013	1.81975	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_095099.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_145_of_Caudoviricetes;f__novel_family_0_of_novel_order_145_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_1_of_novel_family_0_of_novel_order_145_of_Caudoviricetes;s__IMGVR_UViG_3300045988_105288
IMGVR_UViG_2065487001_000146	1.44365	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2551306234_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_37_of_novel_order_79_of_Caudoviricetes;g__novel_genus_27_of_novel_subfamily_0_of_novel_family_37_of_novel_order_79_of_Caudoviricetes||Aliceevansviridae||novel_family_41_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_2675903360_000002
IMGVR_UViG_2065487014_000025	8.31142	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_180075.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_247_of_Caudoviricetes;f__novel_family_56_of_novel_order_247_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_5_of_novel_family_56_of_novel_order_247_of_Caudoviricetes;s__IMGVR_UViG_3300045988_180070
IMGVR_UViG_2077657019_000001	1.4396	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300049581_000181.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_55_of_Caudoviricetes;f__novel_family_35_of_novel_order_55_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_35_of_novel_order_55_of_Caudoviricetes;s__IMGVR_UViG_3300049573_000154
