accession	coverage	fasta	taxonomy
AY319521.1	1.3318	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300006098_000288.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_241_of_Caudoviricetes;f__novel_family_6_of_novel_order_241_of_Caudoviricetes;g__novel_genus_13_of_novel_subfamily_0_of_novel_family_6_of_novel_order_241_of_Caudoviricetes||novel_family_5_of_novel_order_241_of_Caudoviricetes||novel_family_7_of_novel_order_241_of_Caudoviricetes;s__IMGVR_UViG_3300006098_000288
BK010471.1	1.57428	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2744054922_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_205_of_Caudoviricetes;f__novel_family_57_of_novel_order_205_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_55_of_novel_order_205_of_Caudoviricetes||novel_family_57_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_2744054922_000002
CAJCJZ010000002.1	1.57058	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300014738_000029.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_99_of_novel_order_237_of_Caudoviricetes;g__novel_genus_54_of_novel_subfamily_0_of_novel_family_99_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_3300014738_000029
CP014526.1	1.33231	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2857776322_000004.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_55_of_Caudoviricetes;f__novel_family_9_of_novel_order_55_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_9_of_novel_order_55_of_Caudoviricetes;s__IMGVR_UViG_2857776322_000004
CP023686.1	1.57581	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2651869820_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_34_of_novel_order_79_of_Caudoviricetes;g__novel_genus_8_of_novel_subfamily_0_of_novel_family_34_of_novel_order_79_of_Caudoviricetes||novel_family_15_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_2651869820_000001
CP038625.1	1.83621	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300012633_000020.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_191_of_novel_order_237_of_Caudoviricetes;g__novel_genus_394_of_novel_subfamily_0_of_novel_family_191_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_3300012633_000020
CP052639.1	1.34639	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2630968303_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_131_of_Caudoviricetes;f__novel_family_0_of_novel_order_131_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_131_of_Caudoviricetes||novel_family_3_of_novel_order_131_of_Caudoviricetes;s__IMGVR_UViG_2630968303_000002
IMGVR_UViG_2029527004_000018	2.13063	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_035320.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_118_of_novel_order_96_of_Caudoviricetes;g__novel_genus_20_of_novel_subfamily_0_of_novel_family_118_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_035320
IMGVR_UViG_2029527005_000024	1.83663	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300011622_000008.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_114_of_novel_order_237_of_Caudoviricetes;g__novel_genus_113_of_novel_subfamily_0_of_novel_family_114_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes||novel_family_80_of_novel_order_237_of_Caudoviricetes||Peduoviridae;s__IMGVR_UViG_3300011622_000008
IMGVR_UViG_2029527005_000025	2.11612	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2558860376_000006.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_81_of_Caudoviricetes;f__novel_family_41_of_novel_order_81_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_41_of_novel_order_81_of_Caudoviricetes||novel_family_52_of_novel_order_79_of_Caudoviricetes||novel_family_48_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_2558860376_000006
