accession	coverage	fasta	taxonomy
AY319521.1	1.489	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_091217.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_271_of_Caudoviricetes;f__novel_family_0_of_novel_order_271_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_271_of_Caudoviricetes;s__IMGVR_UViG_3300045988_091217
BK010471.1	3.84411	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2931129785_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_209_of_Caudoviricetes;f__Peduoviridae;g__novel_genus_8_of_novel_subfamily_16_of_Peduoviridae;s__IMGVR_UViG_2931129785_000002
CAJCJZ010000002.1	1.29694	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_071602.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_107_of_novel_order_96_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_107_of_novel_order_96_of_Caudoviricetes||novel_family_17_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_071602
CP014526.1	1.49078	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300006748_000137.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_133_of_Caudoviricetes;f__novel_family_0_of_novel_order_133_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_133_of_Caudoviricetes;s__IMGVR_UViG_3300006748_000137
CP023686.1	1.70916	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300031151_000011.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_209_of_Caudoviricetes;f__Peduoviridae;g__novel_genus_62_of_novel_subfamily_0_of_Peduoviridae||novel_family_6_of_novel_order_222_of_Caudoviricetes||novel_family_17_of_novel_order_209_of_Caudoviricetes;s__IMGVR_UViG_3300031151_000011
CP038625.1	1.91926	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2940218408_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_199_of_novel_order_89_of_Caudoviricetes;g__novel_genus_323_of_novel_subfamily_0_of_novel_family_199_of_novel_order_89_of_Caudoviricetes||novel_family_201_of_novel_order_89_of_Caudoviricetes||novel_family_22_of_novel_order_87_of_Caudoviricetes||novel_family_177_of_novel_order_89_of_Caudoviricetes||novel_family_10_of_novel_order_80_of_Caudoviricetes||novel_family_45_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_2940218408_000001
CP052639.1	1.70127	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300014572_000012.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_16_of_novel_order_96_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_0_of_novel_family_105_of_novel_order_96_of_Caudoviricetes||novel_family_16_of_novel_order_96_of_Caudoviricetes||novel_family_25_of_novel_order_95_of_Caudoviricetes;s__IMGVR_UViG_3300014572_000012
IMGVR_UViG_2029527004_000018	1.70565	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_108533.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_87_of_Caudoviricetes;f__novel_family_0_of_novel_order_87_of_Caudoviricetes;g__novel_genus_20_of_novel_subfamily_0_of_novel_family_0_of_novel_order_87_of_Caudoviricetes;s__IMGVR_UViG_3300045988_108533
IMGVR_UViG_2029527005_000024	1.30355	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300023491_000023.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_2_of_Caudoviricetes;f__novel_family_8_of_novel_order_2_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_8_of_novel_order_2_of_Caudoviricetes||novel_family_6_of_novel_order_2_of_Caudoviricetes;s__IMGVR_UViG_3300023491_000023
IMGVR_UViG_2029527005_000025	1.29624	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_068406.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_87_of_Caudoviricetes;f__novel_family_13_of_novel_order_87_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_1_of_novel_family_13_of_novel_order_87_of_Caudoviricetes;s__IMGVR_UViG_3300045988_068406
